"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
20500529,"Spacious Washington 1BR, steps from the park",46590989,"Brightwood Park, Crestwood, Petworth",38.93594,-77.04564,"Entire home/apt",94,16,1,0,95,"Ward 4",0,0
20503212,"Perfect City Living near the White House",738459,"West End, Foggy Bottom, GWU",38.89726,-77.04601,"Entire home/apt",80,5,5,132,100,"Ward 2",10560,2
20505309,"Room/basement for rent in Beautiful DC Townhouse",1985171,"Woodridge, Fort Lincoln, Gateway",38.92218,-76.95967,"Private room",260,2,1,0,80,"Ward 5",0,0
20521864,"Georgetown Apartment: private entrance & parking",146512013,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9122,-77.08421,"Entire home/apt",90,69,1,0,97,"Ward 3",0,0
20534938,"Private room Capitol Hill's Cozy Bunks (sleep 4)",146624030,"Capitol Hill, Lincoln Park",38.87909,-76.98961,"Hotel room",95,33,42,365,95,"Ward 6",34675,4
20535352,"Perfect DC retreat in beautiful Bloomingdale!",56754902,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91959,-77.0125,"Entire home/apt",85,46,1,0,98,"Ward 5",0,4
20536628,"Modern 1 Bedroom close to Metro in Washington DC",59395051,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95323,-76.99641,"Private room",70,54,2,229,96,"Ward 5",16030,0
20538744,"Sparkling Studio in Adams Morgan/Dupont Circle",142993246,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91679,-77.04417,"Entire home/apt",98,349,2,161,99,"Ward 1",15778,52
20539442,"Row House on 5th Street NE in Capitol Hill",26758804,"Union Station, Stanton Park, Kingman Park",38.89873,-76.99907,"Private room",75,1,1,0,100,"Ward 6",0,0
20540689,"Shaw Townhouse Apartment",27663632,"Howard University, Le Droit Park, Cardozo/Shaw",38.91486,-77.02514,"Entire home/apt",140,18,1,291,100,"Ward 1",40740,1
20542617,"Posh Apartment in the Heart of U St Neighborhood",38197000,"Howard University, Le Droit Park, Cardozo/Shaw",38.91979,-77.0324,"Entire home/apt",95,22,1,0,100,"Ward 1",0,0
20546876,"Beautiful Palisades Home--sleeps 8",146722621,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92625,-77.10695,"Entire home/apt",400,0,1,0,NA,"Ward 3",0,0
20552698,"2BR Historic Capitol Hill Retreat",142299409,"Capitol Hill, Lincoln Park",38.88869,-76.99407,"Entire home/apt",140,138,1,15,100,"Ward 6",2100,0
20554363,"Chevy Chase Chalet",12517158,"Hawthorne, Barnaby Woods, Chevy Chase",38.96664,-77.07055,"Entire home/apt",149,0,1,0,NA,"Ward 4",0,0
20567572,"Private Bedroom/Bathroom in Columbia Heights",118351520,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92712,-77.0258,"Private room",50,8,1,0,100,"Ward 1",0,0
20571318,"Elliott Street Retreat",146943759,"Union Station, Stanton Park, Kingman Park",38.89933,-76.98574,"Entire home/apt",56,71,1,0,95,"Ward 6",0,0
20584453,"NEW! Cozy one bedroom apartment in lively area!",58188795,"Brightwood Park, Crestwood, Petworth",38.93708,-77.03249,"Entire home/apt",60,5,1,0,90,"Ward 4",0,0
20587260,"Charming rowhouse bedroom in Columbia Heights",122223432,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93348,-77.02981,"Private room",45,30,1,0,97,"Ward 1",0,0
20601635,"Cozy Hill East English Basement",71837822,"Union Station, Stanton Park, Kingman Park",38.89733,-76.97891,"Entire home/apt",63,28,2,0,97,"Ward 6",0,0
20602593,"Historic Bay-Fronted Townhome in LeDroit Park",7247428,"Howard University, Le Droit Park, Cardozo/Shaw",38.91858,-77.01737,"Entire home/apt",149,33,1,16,99,"Ward 1",2384,7
20602916,"Private Studio in Brookland Bungalow",12772134,"North Michigan Park, Michigan Park, University Heights",38.94026,-76.9921,"Entire home/apt",48,13,1,0,93,"Ward 5",0,0
20604877,"H Street | Extended Capitol Hill | Atlas District",147252541,"Union Station, Stanton Park, Kingman Park",38.90007,-76.99026,"Entire home/apt",194,139,2,268,99,"Ward 6",51992,27
20605356,"Cozy Chic DC 2 Bedroom",147199471,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93211,-77.02683,"Entire home/apt",307,1,1,0,100,"Ward 1",0,0
20606845,"Brookland D.C. Private MiniSuite",104457063,"North Michigan Park, Michigan Park, University Heights",38.94072,-76.98743,"Entire home/apt",80,4,1,0,95,"Ward 5",0,1
20607002,"Spacious 1-BR apartment in vibrant DuPont Circle",147115777,"Dupont Circle, Connecticut Avenue/K Street",38.90982,-77.04691,"Entire home/apt",108,57,1,324,98,"Ward 2",34992,3
20608088,"Classic apt 1 block from National Zoo and Metro",144004709,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93417,-77.05699,"Entire home/apt",80,13,1,0,95,"Ward 3",0,0
20624816,"Basement Apartment, ample parking",11604993,"Brightwood Park, Crestwood, Petworth",38.94837,-77.01926,"Entire home/apt",65,0,1,0,NA,"Ward 4",0,0
20631517,"Newly-renovated Apartment in Washington DC",75385441,"Brightwood Park, Crestwood, Petworth",38.9561,-77.02281,"Entire home/apt",99,13,1,0,98,"Ward 4",0,0
20636022,"100%Best of the Heights by Sites/Metro+Pkg+Netflix",5096803,"Congress Heights, Bellevue, Washington Highlands",38.83989,-76.99508,"Entire home/apt",330,11,6,0,92,"Ward 8",0,0
20641674,"small apartment with extravagant opportunities",47172744,"Congress Heights, Bellevue, Washington Highlands",38.83635,-77.00085,"Private room",100,0,1,0,NA,"Ward 8",0,0
20646917,"Independence Avenue (East Capitol Hill)",114218670,"Capitol Hill, Lincoln Park",38.88898,-76.98222,"Entire home/apt",61,36,1,254,91,"Ward 6",15494,3
20648805,"Spectacular Park Home with Monument Views and Room for All",11309130,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91671,-77.0098,"Entire home/apt",1799,14,10,334,99,"Ward 5",600866,2
20650534,"Capitol Hill #2 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87871,-76.98767,"Shared room",25,40,42,365,95,"Ward 6",9125,1
20651859,"Classic Rowhome in Capitol Hill!",7884028,"Union Station, Stanton Park, Kingman Park",38.8952,-76.98829,"Entire home/apt",250,73,1,0,99,"Ward 6",0,0
20652766,"Entire spacious, bright condo in Mt Pleasant, DC",47429487,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93286,-77.03822,"Private room",160,0,1,0,NA,"Ward 1",0,0
20655149,"Cozy Private Room at heart of Georgetown on O St",7861668,"Georgetown, Burleith/Hillandale",38.90801,-77.06196,"Private room",48,0,1,0,NA,"Ward 2",0,0
20668927,"Clean & Artsy Private Studio",76462837,"Congress Heights, Bellevue, Washington Highlands",38.83144,-76.98898,"Private room",45,35,1,0,91,"Ward 8",0,0
20675374,"Sunny private room in the heart of Adams Morgan",33599706,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92192,-77.04609,"Private room",75,6,1,0,92,"Ward 1",0,0
20675654,"Capitol Hill #3 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87777,-76.98958,"Shared room",29,6,42,365,83,"Ward 6",10585,0
20678886,"Capitol Hill #1 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87884,-76.98915,"Hotel room",25,16,42,365,88,"Ward 6",9125,1
20685727,"Capitol Hill #4 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87726,-76.98803,"Hotel room",29,13,42,365,94,"Ward 6",10585,0
20693351,"Chic 1 BR Rowhouse in Historic Capitol Hill",148101433,"Capitol Hill, Lincoln Park",38.8869,-76.99317,"Entire home/apt",95,152,1,0,99,"Ward 6",0,0
20695836,"Very well located Studio - Dowtown DC",148123256,"West End, Foggy Bottom, GWU",38.90201,-77.0547,"Entire home/apt",85,2,1,0,100,"Ward 2",0,0
20705073,"NEW! Rent the whole house, garage, outdoor patio",47900667,"Capitol Hill, Lincoln Park",38.88181,-76.99871,"Entire home/apt",295,26,3,303,99,"Ward 6",89385,14
20722572,"1 BR Apartment Near Eastern Market/Lincoln Park",95921344,"Capitol Hill, Lincoln Park",38.89004,-76.99218,"Entire home/apt",100,2,1,1,100,"Ward 6",100,0
20723212,"Wonderful modernized 1890s rowhouse",11581366,"Shaw, Logan Circle",38.91093,-77.02033,"Entire home/apt",165,1,2,0,80,"Ward 2",0,0
20725105,"Columbia Heights, walk to Metro",44706521,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93067,-77.02305,"Private room",39,18,8,41,95,"Ward 1",1599,5
20726823,"Clean private room & bath! Free parking!",12127899,"Friendship Heights, American University Park, Tenleytown",38.9432,-77.07458,"Private room",60,76,1,0,99,"Ward 3",0,3
20729255,"ECO-House-8 min Walk to Metro- Free Parking",32374362,"Takoma, Brightwood, Manor Park",38.97771,-77.02101,"Private room",39,150,2,0,94,"Ward 4",0,0
20743241,"Apartment Just a Bus Ride away from Downtown DC",97003513,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93681,-77.03588,"Private room",50,1,1,0,NA,"Ward 1",0,0
20743970,"Sunny 2-Bedroom, Heart of Gallery Place/Chinatown!",48864030,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8993,-77.02031,"Entire home/apt",240,6,8,0,100,"Ward 2",0,0
20756988,"Bright & cozy room, walk to metro!",28656254,"Union Station, Stanton Park, Kingman Park",38.90201,-76.99316,"Private room",55,9,1,0,100,"Ward 6",0,0
20764006,"Beautiful Sunny ""GEM"" Newly Renovated",11332270,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9032,-76.93853,"Entire home/apt",63,3,1,0,93,"Ward 7",0,0
20767874,"Relaxing Cathedral Heights Apartment",15195670,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93326,-77.07181,"Entire home/apt",83,2,1,0,100,"Ward 3",0,0
20769447,"Historic Explorations - Capitol Workings",148703825,"Capitol Hill, Lincoln Park",38.88922,-76.99256,"Entire home/apt",95,93,1,55,98,"Ward 6",5225,0
20771927,"Beautiful Modern Downtown Apt w/ Best Location!",43221829,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89836,-77.02233,"Entire home/apt",115,0,1,0,NA,"Ward 2",0,0
20772004,"Bloomingdale Garden Apartment",71811630,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91646,-77.00751,"Entire home/apt",100,18,1,179,87,"Ward 5",17900,1
20773220,"Light, Quiet, Spacious Getaway in the Heart of DC",8370872,"Shaw, Logan Circle",38.9101,-77.02852,"Entire home/apt",91,26,1,8,99,"Ward 2",728,0
20773444,"Historic Cap Hill Restored, Private Luxury Studio",54126082,"Capitol Hill, Lincoln Park",38.89184,-76.99908,"Entire home/apt",69,99,8,115,94,"Ward 6",7935,4
20773747,"4 Unit Apartment building close to Catholic U,",142225426,"Brookland, Brentwood, Langdon",38.91956,-76.98336,"Entire home/apt",90,0,1,0,NA,"Ward 5",0,0
20776800,"Charming Raw House in the U street corridor",148882055,"Howard University, Le Droit Park, Cardozo/Shaw",38.92032,-77.02636,"Entire home/apt",197,5,1,365,50,"Ward 1",71905,0
20779267,"Luxury Cap Hill Penthouse Apartment, Has It All!",54126082,"Union Station, Stanton Park, Kingman Park",38.89346,-76.99714,"Entire home/apt",104,52,8,130,95,"Ward 6",13520,11
20779465,"Beautiful GEM Newly Renovated",148912796,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90151,-76.93816,"Entire home/apt",70,38,1,323,95,"Ward 7",22610,7
20780000,"Bright Studio Apartment in Columbia Heights",57563441,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93737,-77.03686,"Entire home/apt",60,4,1,0,100,"Ward 1",0,0
20788609,"One bedroom (Sep 12- Oct 3rd, downtown, a week min",4070859,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90386,-77.02866,"Private room",51,1,1,0,NA,"Ward 2",0,0
20808151,"Exceptional Suite with private bath *Dupont Circle",100131261,"Dupont Circle, Connecticut Avenue/K Street",38.90747,-77.04633,"Private room",157,4,1,133,100,"Ward 2",20881,0
20842495,"Beautiful + Sunny Dupont Circle Room",5284303,"Dupont Circle, Connecticut Avenue/K Street",38.91308,-77.047,"Private room",62,4,2,0,95,"Ward 2",0,0
20842924,"Walk to Convention/Capital One Arena, Wash DC NW",92781477,"Shaw, Logan Circle",38.90719,-77.01581,"Private room",75,291,4,0,96,"Ward 2",0,9
20845336,"Next to American University Park, by the metro",62636873,"Friendship Heights, American University Park, Tenleytown",38.94195,-77.08978,"Private room",65,5,1,0,96,"Ward 3",0,0
20846063,"Private Capitol Hill Housing (Small Dorm -sleep 2)",146624030,"Near Southeast, Navy Yard",38.877,-76.98814,"Private room",75,14,42,365,86,"Ward 6",27375,0
20846267,"Private room Capitol Hill#5 Housing(Sleep 3 ppl)",146624030,"Capitol Hill, Lincoln Park",38.87931,-76.98926,"Private room",75,32,42,365,92,"Ward 6",27375,2
20849583,"Capitol Hill Luxury Row Home: 125 D St SE",149624635,"Capitol Hill, Lincoln Park",38.88588,-77.00575,"Entire home/apt",400,102,1,0,96,"Ward 6",0,0
20850080,"Designer 2-Bedroom Steps to the DC Streetcar!",3324376,"Union Station, Stanton Park, Kingman Park",38.89924,-76.99838,"Entire home/apt",154,101,4,300,93,"Ward 6",46200,8
20850266,"Minutes to the National Mall - 94 Walk Score!",3324376,"Union Station, Stanton Park, Kingman Park",38.9001,-76.99818,"Entire home/apt",154,96,4,354,95,"Ward 6",54516,6
20850507,"Midcentury Design in the Heart of DC - 2Bdrm+2Bath",3324376,"Union Station, Stanton Park, Kingman Park",38.89875,-76.99699,"Entire home/apt",153,60,4,363,91,"Ward 6",55539,6
20850591,"Stunning DC Home w/ Rooftop Pool - Ideal Location!",3324376,"Union Station, Stanton Park, Kingman Park",38.89914,-76.99614,"Entire home/apt",154,92,4,71,92,"Ward 6",10934,12
20857521,"BEAUTIFUL APARTMENT AVAILABLE 21st and M, DUPONT",142449939,"West End, Foggy Bottom, GWU",38.90726,-77.04799,"Entire home/apt",95,2,1,0,80,"Ward 2",0,0
20857563,"Newly renovated in-law apartment with parking",2611312,"Brightwood Park, Crestwood, Petworth",38.94775,-77.02504,"Entire home/apt",59,4,1,0,100,"Ward 4",0,0
20859093,"Adams Morgan/Dupont Circle/U St. 3 Bedroom house",149715146,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91826,-77.04015,"Entire home/apt",125,7,1,0,100,"Ward 1",0,0
20861216,"Baby & Dog Friendly 3bd full Home w BBQ gr8 4 kids",3746732,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93468,-77.02862,"Entire home/apt",299,24,2,101,98,"Ward 1",30199,0
20861422,"Private & Clean 1BR | Kitchen | Gym | Wi-Fi",30283594,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90043,-77.03411,"Entire home/apt",226,0,34,364,NA,"Ward 2",82264,0
20861680,"Clean & Spacious 1BR | Full Kitchen | Near Metro",30283594,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89948,-77.03418,"Entire home/apt",226,6,34,364,72,"Ward 2",82264,3
20872045,"Simple, Contemporary Style at a Hip Artist Loft in DuPont",951005,"Dupont Circle, Connecticut Avenue/K Street",38.9142,-77.04221,"Entire home/apt",159,9,1,0,100,"Ward 2",0,0
20882593,"Private room in Petworth with private bath.",1017215,"Brightwood Park, Crestwood, Petworth",38.95144,-77.02425,"Private room",60,38,1,0,96,"Ward 4",0,2
20893833,"Meridian Hill park spare room",13336164,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92092,-77.03648,"Private room",50,0,1,0,NA,"Ward 1",0,0
20894617,"Designer Style 1-BR in The Heart of Washington D.C",95459395,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90066,-77.03195,"Entire home/apt",211,0,9,363,NA,"Ward 2",76593,0
20895152,"Stunning 1-BR in Washington near Nationall Mall!!",95459395,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89911,-77.03396,"Entire home/apt",226,0,9,364,NA,"Ward 2",82264,0
20900080,"Swann 2 bed 2 bath",40184950,"Dupont Circle, Connecticut Avenue/K Street",38.91523,-77.04346,"Entire home/apt",110,5,4,0,100,"Ward 2",0,0
20934607,"Logan Circle / U Street Corridor",41183717,"Howard University, Le Droit Park, Cardozo/Shaw",38.91485,-77.03045,"Entire home/apt",79,7,2,65,91,"Ward 1",5135,3
20939847,"ByGeorgetown&2bedroom&FreeParking&Walk2Metro",6278912,"Georgetown, Burleith/Hillandale",38.90078,-77.0785,"Private room",199,70,1,180,96,"Ward 2",35820,0
20945085,"Stunning 1BR in the Heart of DC - Walk to Metro",40506199,"Shaw, Logan Circle",38.90606,-77.02992,"Entire home/apt",169,5,4,0,96,"Ward 2",0,0
20948659,"Private Basement Studio with Full Kitchen/Bathroom",35480715,"Brightwood Park, Crestwood, Petworth",38.95483,-77.01922,"Entire home/apt",60,277,2,0,94,"Ward 4",0,0
20957404,"Modern Adams Morgan unit, parking (""Golden Suite"")",14692970,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92446,-77.0421,"Entire home/apt",101,17,6,97,94,"Ward 1",9797,1
20960078,"Inviting English basement in Upper Georgetown",150758665,"Georgetown, Burleith/Hillandale",38.9162,-77.07441,"Entire home/apt",81,107,1,9,97,"Ward 2",729,0
20967282,"Cozy 1 bedroom in quiet Se neighbor.",143943915,"Douglas, Shipley Terrace",38.85087,-76.98264,"Private room",180,0,1,0,NA,"Ward 8",0,0
20968665,"Ideal DC Location! Shaw/U St./Logan Apartment",94884587,"Howard University, Le Droit Park, Cardozo/Shaw",38.91648,-77.02868,"Entire home/apt",116,166,1,158,100,"Ward 1",18328,29
20969903,"U St/Logan/Shaw- <1.5 Block Metro-English Basement",142639760,"Howard University, Le Droit Park, Cardozo/Shaw",38.91726,-77.02594,"Entire home/apt",99,123,1,166,97,"Ward 1",16434,25
20976003,"Convenient to U St!",34053322,"Howard University, Le Droit Park, Cardozo/Shaw",38.91692,-77.02536,"Entire home/apt",130,25,1,21,98,"Ward 1",2730,0
20983563,"Charming 3BR Rowhouse in Shaw/Bloomingdale",54077384,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91114,-77.01358,"Entire home/apt",250,29,1,0,100,"Ward 5",0,6
20995225,"AU Park/Spring Valley Private Basement Suite",95617504,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.94348,-77.09491,"Entire home/apt",109,69,1,0,100,"Ward 3",0,7
21012348,"Charming Remodeled 1 Bedroom/Historic Cap Hill Row",54126082,"Union Station, Stanton Park, Kingman Park",38.89229,-76.99726,"Entire home/apt",82,53,8,148,90,"Ward 6",12136,9
21013396,"Private Petworth Retreat",151306232,"Brightwood Park, Crestwood, Petworth",38.93836,-77.02385,"Entire home/apt",111,121,1,250,98,"Ward 4",27750,21
21038149,"Brand New Capitol Hill Intern/Student Bunks  2-1",146624030,"Capitol Hill, Lincoln Park",38.8772,-76.98764,"Hotel room",29,21,42,90,92,"Ward 6",2610,1
21038479,"Awaken the Dawn Bunks&Breakfast (Capitol Hill) 2-2",146624030,"Capitol Hill, Lincoln Park",38.87732,-76.98804,"Hotel room",29,73,42,365,91,"Ward 6",10585,0
21043913,"Brand New Capitol Hill Housing Free breakfast 2-3",146624030,"Capitol Hill, Lincoln Park",38.87896,-76.98772,"Hotel room",25,45,42,340,91,"Ward 6",8500,19
21044002,"Capitol Hill #5 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87718,-76.98758,"Hotel room",25,7,42,365,91,"Ward 6",9125,2
21044056,"Capitol Hill #6 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.87925,-76.98816,"Hotel room",25,12,42,365,92,"Ward 6",9125,1
21044104,"Capitol Hill #7 Intern & Student Housing B&B",146624030,"Capitol Hill, Lincoln Park",38.8792,-76.98741,"Hotel room",25,12,42,365,88,"Ward 6",9125,0
21065809,"Private Suite in NW DC with terrace and parking",131707688,"Hawthorne, Barnaby Woods, Chevy Chase",38.96264,-77.06154,"Private room",75,254,1,0,96,"Ward 4",0,0
21067890,"Beautiful, Luxurious Apartment on H St.",14986552,"Union Station, Stanton Park, Kingman Park",38.89923,-76.99616,"Entire home/apt",79,6,1,0,100,"Ward 6",0,0
21078498,"Amazing location - private apt - convent. center",91222595,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90497,-77.0256,"Entire home/apt",77,8,1,0,100,"Ward 2",0,0
21082556,"SUNNY PALACE ★ Metro Nearby ★ Free Parking",32374362,"Takoma, Brightwood, Manor Park",38.97892,-77.02218,"Private room",43,16,2,0,96,"Ward 4",0,0
21088019,"Your Own Historic Row House in DC",12428813,"West End, Foggy Bottom, GWU",38.90042,-77.05129,"Entire home/apt",195,148,1,120,98,"Ward 2",23400,2
21103562,"Modern Luxury with fireplace in Logan Circle!",3281515,"Shaw, Logan Circle",38.91075,-77.0299,"Entire home/apt",143,57,1,1,98,"Ward 2",143,0
21106596,"Colorful & Modern 1 BR English Basement near H St.",61953100,"Union Station, Stanton Park, Kingman Park",38.90231,-76.9958,"Entire home/apt",93,136,1,70,98,"Ward 6",6510,26
21111900,"Light filled room with balcony close to metro",10799450,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90699,-76.99839,"Private room",35,9,1,0,100,"Ward 5",0,0
21114328,"Columbia high generous leaving room",125279509,"Brightwood Park, Crestwood, Petworth",38.9415,-77.032,"Shared room",20,0,1,0,NA,"Ward 4",0,0
21118188,"Renovated English Basement Apartment in Center of DC",525485,"Union Station, Stanton Park, Kingman Park",38.90268,-76.99216,"Entire home/apt",116,83,1,0,100,"Ward 6",0,1
21120222,"Sunny 1-Bedroom in Dupont Circle!",48864030,"Dupont Circle, Connecticut Avenue/K Street",38.90627,-77.04464,"Entire home/apt",175,3,8,0,100,"Ward 2",0,0
21121579,"Wonderful 2 BR condo. Charming street, best area!",5869675,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91719,-77.04115,"Entire home/apt",145,4,1,0,85,"Ward 1",0,0
21122879,"Private, quiet mini-house on Capitol Hill!",20312243,"Capitol Hill, Lincoln Park",38.88073,-76.9819,"Entire home/apt",119,173,1,113,100,"Ward 6",13447,37
21124311,"Charm and Convenience in the H St. Corridor!",596809,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90251,-76.97361,"Entire home/apt",44,4,1,0,90,"Ward 5",0,0
21134013,"Private Centrally located Eng Bsmt",86405650,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92455,-77.03025,"Entire home/apt",99,180,2,178,97,"Ward 1",17622,21
21135212,"PRO CLEANED! Historic Georgetown Rowhome ~ Slps 5!",46630199,"Georgetown, Burleith/Hillandale",38.9106,-77.06636,"Entire home/apt",146,42,55,136,93,"Ward 2",19856,1
21141774,"Comfortable Condominium in Park View",122646086,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9305,-77.01925,"Private room",94,6,1,0,96,"Ward 1",0,0
21150859,"*DC SHARED APARTMENT IN THE HEART OF THE CITY A.",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",31,103,22,89,91,"Ward 2",2759,21
21151193,"*DC SHARED APARTMENT IN THE HEART OF THE CITY B",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",31,48,22,90,91,"Ward 2",2790,7
21151246,"*DC SHARED APARTMENT IN THE HEART OF THE CITY C",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",31,41,22,90,86,"Ward 2",2790,0
21151307,"*DC SHARED APARTMENT IN THE HEART OF THE CITY D.",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",31,36,22,90,90,"Ward 2",2790,1
21151433,"*DC SHARED APARTMENT IN THE HEART OF THE CITY E",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",32,28,22,90,94,"Ward 2",2880,0
21151563,"*DC SHARED APARTMENT IN THE HEART OF THE CITY F",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",32,32,22,90,87,"Ward 2",2880,2
21151752,"*DC SHARED APARTMENT IN THE HEART OF THE CITY G",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",32,71,22,0,92,"Ward 2",0,3
21151766,"*DC SHARED APARTMENT IN THE HEART OF THE CITY H",26180779,"Shaw, Logan Circle",38.90987,-77.02368,"Shared room",35,35,22,81,89,"Ward 2",2835,3
21157125,"Charming English Garden apartment near Georgetown",1152947,"Cathedral Heights, McLean Gardens, Glover Park",38.91817,-77.07117,"Entire home/apt",100,26,1,0,95,"Ward 3",0,0
21161218,"1 King Bed-Van Ness/Park (Zoo, Embassies & Metro)",152712129,"North Cleveland Park, Forest Hills, Van Ness",38.94302,-77.06159,"Entire home/apt",150,0,1,320,NA,"Ward 3",48000,0
21173309,"Apartment in Atlas / H Street NE (1-br)",142974766,"Union Station, Stanton Park, Kingman Park",38.90011,-76.98933,"Entire home/apt",99,41,1,74,96,"Ward 6",7326,7
21177503,"Cute THome/Shaw/NrDowntown/Short Term/Long Term",124782850,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9119,-77.01638,"Entire home/apt",89,19,11,1,91,"Ward 5",89,4
21181175,"16th street heights",45515061,"Brightwood Park, Crestwood, Petworth",38.94094,-77.0363,"Entire home/apt",110,127,1,348,94,"Ward 4",38280,18
21183467,"2 bdrm 2 bath apartment in cool Mt Pleasant",4633775,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93519,-77.03728,"Entire home/apt",150,3,1,8,100,"Ward 1",1200,0
21185273,"**AMAZING LOCATION W/ SPACIOUS OPEN FLOOR PLAN **",4280278,"Shaw, Logan Circle",38.91088,-77.02675,"Entire home/apt",120,43,4,0,90,"Ward 2",0,2
21198255,"DC getaway",126471394,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91849,-77.01323,"Entire home/apt",119,20,1,271,99,"Ward 5",32249,0
21201789,"New Luxury 3 bedroom condo (Full Condo)",153142984,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93482,-77.02268,"Entire home/apt",286,72,4,0,94,"Ward 1",0,2
21201876,"One Bedroom Apt with Separate Kitchen & Bath",69429712,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91418,-77.01133,"Entire home/apt",70,29,1,299,99,"Ward 5",20930,21
21212730,"Cozy 1-bedroom, close to metro!",28373002,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93128,-77.03744,"Entire home/apt",75,0,1,0,NA,"Ward 1",0,0
21213547,"Cozy and Bright Bedroom in Georgetown",46194019,"Georgetown, Burleith/Hillandale",38.90726,-77.06571,"Private room",42,70,3,30,81,"Ward 2",1260,8
21232712,"NW Washington, DC Studio",109018245,"North Cleveland Park, Forest Hills, Van Ness",38.94348,-77.06126,"Entire home/apt",65,4,1,0,100,"Ward 3",0,0
21233791,"Two Beds in One Bedroom",44203219,"West End, Foggy Bottom, GWU",38.90124,-77.05086,"Entire home/apt",92,208,8,166,98,"Ward 2",15272,38
21249790,"Namaste in Brookland",8995978,"North Michigan Park, Michigan Park, University Heights",38.94716,-76.99188,"Entire home/apt",45,12,1,0,95,"Ward 5",0,0
