id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1083336,Beautiful Renovated Rowhome in DC,5956393,Kyle,,"Brightwood Park, Crestwood, Petworth",38.95152,-77.021,Entire home/apt,264,25,320,3/12/2020,3.38,2,0
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90944,-77.04611,Entire home/apt,140,1,347,4/11/2021,3.59,4,175
1106738,Entire home/apt in Washington,6076215,Mark,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92275,-77.04161,Entire home/apt,120,180,0,,,1,0
1109640,"Fresh, New Studio in Great Location",6090773,Rebecca,,"Capitol Hill, Lincoln Park",38.8814,-77.00114,Entire home/apt,200,2,127,3/15/2020,1.31,1,87
1126839,"Beautiful, Sunny Private Room in DC",192856,Ruzgar,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91491,-77.02544,Private room,95,4,60,1/25/2021,0.62,1,4
1138235,Georgetown 3BR Townhouse 2019 Remodel Patio Garage,5598784,Christian,,"Georgetown, Burleith/Hillandale",38.90381,-77.06288,Entire home/apt,828,3,17,5/20/2019,0.2,1,1
1177438,1890s Rowhouse @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,Entire home/apt,154,3,208,4/5/2021,2.18,2,87
1185566,"Stylish 4BR Home, Walk to Zoo and Metro",6483445,Chris,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93065,-77.04444,Entire home/apt,350,3,17,8/6/2019,0.18,2,201
1187496,Vita's Hideaway III,4645,Vita,,Historic Anacostia,38.86285,-76.98831,Private room,61,2,36,10/26/2019,0.44,2,364
1205516,02. Small furnished room in Washington,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,Private room,58,1,291,4/18/2021,3.03,14,180
1213652,2 Beds in Private Apt near DC Convention Center,6624445,Colin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91341,-77.01551,Entire home/apt,85,14,65,4/8/2021,0.79,2,267
1225965,Part City Part Country Homestay!,6686327,Yolanda,,"Cathedral Heights, McLean Gardens, Glover Park",38.93152,-77.08399,Entire home/apt,325,2,15,10/27/2019,0.17,1,365
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,69,1,312,4/3/2021,3.87,4,349
1273717,DC House opposite park,6932915,Hester,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9326,-77.0465,Entire home/apt,175,2,12,8/3/2019,0.13,1,20
1279381,Quiet Retreat: Walk to Woodley Park Metro,6961905,Theresa,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92414,-77.05734,Entire home/apt,175,3,86,4/9/2021,0.95,1,82
1280092,Deep Cleaned & Comfortable in Petworth,5243622,Ariel,,"Brightwood Park, Crestwood, Petworth",38.94091,-77.0195,Entire home/apt,120,1,77,3/21/2021,2.02,1,155
1281015,"Private, Spacious Retreat in Awesome Location!",6970679,Kay,,"Union Station, Stanton Park, Kingman Park",38.90196,-76.99841,Entire home/apt,90,3,318,4/15/2021,3.34,4,81
1284169,"Bright, Beautiful, Steps to Metro",3393172,Roya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92783,-77.03096,Entire home/apt,110,28,212,12/11/2020,2.23,2,55
1294300,Spacious 1-bedroom apt. with off-street parking,7037040,Christopher,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93196,-77.04314,Entire home/apt,100,2,166,7/19/2020,1.8,1,0
1294389,Metro 2 Blocks - Cozy w/Amenities,7037742,Irmen Family,,"Brightwood Park, Crestwood, Petworth",38.93671,-77.02897,Entire home/apt,100,3,29,11/9/2020,0.52,2,255
1301928,"Dupont, U St, Adams Morgan Central Apt",241250039,Dennis And Rene,,"Dupont Circle, Connecticut Avenue/K Street",38.91726,-77.03996,Entire home/apt,100,4,43,7/26/2020,0.5,6,248
1349891,Lovely and central condo w/patio!,1692084,Betty,,"Dupont Circle, Connecticut Avenue/K Street",38.90791,-77.04708,Entire home/apt,99,30,0,,,1,65
1386754,Spacious rowhouse near Rock Creek Park,588140,Preston,,"Brightwood Park, Crestwood, Petworth",38.94305,-77.03673,Entire home/apt,165,14,10,8/18/2019,0.23,1,0
1396350,DC Historic Rowhouse English Basement Unit-2BR,2487776,Yavar,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91935,-77.01181,Entire home/apt,115,2,69,4/12/2021,1.79,1,23
1396950,Luxury 1 bedroom in Dupont Circle,4993788,Blair,,"Dupont Circle, Connecticut Avenue/K Street",38.91052,-77.04846,Entire home/apt,99,1,179,1/25/2021,2.21,1,0
1407284,1 bedroom Suite in Columbia Heights,2231801,Juanita,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92489,-77.02806,Private room,45,7,28,1/25/2021,0.47,2,140
1416138,Relax and Sleep in Class in Shaw,7630547,Joel,,"Shaw, Logan Circle",38.91341,-77.02253,Private room,50,2,176,3/22/2020,1.91,2,75
1446230,Long Term Luxury: Exquisite Studio AdMo,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03796,Entire home/apt,94,120,19,8/14/2020,0.21,6,365
1449453,Efficiency Suite 1 bedroom - great location,7382157,Ann,,"Union Station, Stanton Park, Kingman Park",38.8942,-76.97563,Entire home/apt,67,2,25,7/3/2018,0.37,1,0
1484387,"Master BR (free parking), Columbia Heights",2639916,,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,Private room,120,20,16,9/17/2015,0.17,1,365
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,Lexie And Graham,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,Entire home/apt,134,2,383,4/8/2021,4.12,1,236
1528509,Family friendly row house!,1267242,Milli,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93424,-77.0293,Entire home/apt,699,2,12,1/22/2017,0.14,2,363
1537822,Park View Apt: parking | kitchen | wifi | garden,8199495,Natalya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,Entire home/apt,87,2,87,4/12/2021,3.56,2,3
1546656,Sunny Studio--Great View & Location,8242295,Amy,,"Brightwood Park, Crestwood, Petworth",38.93837,-77.03281,Entire home/apt,100,3,26,11/13/2017,0.28,1,294
1561287,Charming Adams Morgan bedroom in DC,8308015,Regina,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92261,-77.04194,Private room,78,30,53,11/11/2019,0.92,2,365
1571112,"Surprisingly Sunny, Arty Apartment",8354112,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,Entire home/apt,145,180,132,6/1/2020,1.43,2,310
1588843,Cozy Trinidad in-law suite,7777552,Sejal,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90609,-76.98975,Entire home/apt,82,4,77,5/24/2020,0.83,1,294
1601459,Master Bedroom with private bath in group house,3343073,David,,"Brightwood Park, Crestwood, Petworth",38.94012,-77.03388,Private room,40,1,43,9/5/2016,0.48,1,0
1613892,Charming 1BR English Basement Apt.,8591234,Sean,,"Union Station, Stanton Park, Kingman Park",38.89489,-76.98935,Entire home/apt,100,2,281,4/10/2021,3.04,10,117
1628328,Private row house apartment nestled in Shaw,8654665,Jason & Sandi,,"Shaw, Logan Circle",38.9126,-77.01748,Entire home/apt,135,2,342,4/18/2021,4.33,1,355
1628600,Spacious 2 BR Rowhouse for Tourists or City Living,8656111,Christine,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93565,-77.02767,Entire home/apt,205,2,3,3/25/2021,1.36,1,0
1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom,8713526,Rae,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,Private room,79,28,68,8/8/2019,0.74,1,325
1667080,Private & Comfortable NoMa Studio,8828921,Tony,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,Entire home/apt,84,2,219,4/5/2021,2.41,1,94
1673359,COVIDfree Urban Elegance in Central DC Rowhouse,8857751,Rosa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92384,-77.02943,Entire home/apt,95,5,44,8/2/2020,1.18,1,0
1690515,Quiet Corner Unit Central to All!!,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92638,-77.03658,Entire home/apt,248,28,0,,,6,365
1692215,Near DuPont 2BR/2BA Short Term/Long Term,228995058,Jessie,,"Dupont Circle, Connecticut Avenue/K Street",38.91582,-77.03896,Entire home/apt,82,10,27,4/11/2021,0.3,1,177
1718584,Full House Near Convention Center Rhode Island NW,6624445,Colin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91343,-77.01452,Entire home/apt,225,30,78,3/3/2020,0.91,2,365
1761677,"Classic scandinavian, kid haven",9260186,Maj,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92918,-77.04035,Entire home/apt,325,7,60,1/3/2021,0.67,1,33
1778080,"Gorgeous Washington, D.C. Getaway",9335278,,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,Entire home/apt,120,4,66,9/29/2018,0.73,1,342
1789722,Top Listing! Large 1BR Zen Boutique,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,132,2,348,1/8/2021,3.81,2,143
1806338,Exceptionally large and bright  bedroom,9462131,,,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,85,4,67,12/23/2020,0.78,2,280
1821276,Samurai themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84136,-76.97888,Private room,34,7,141,1/9/2021,1.57,5,54
1824864,Gracie's Place on Capitol Hill,9550761,Sheila,,"Union Station, Stanton Park, Kingman Park",38.89668,-76.99655,Entire home/apt,125,2,47,4/11/2021,0.52,1,357
1826665,Trendy & Private Suite - Perfect To Explore DC!,916470,Aurielle & Dave,,"Brightwood Park, Crestwood, Petworth",38.95238,-77.01887,Entire home/apt,77,2,7,4/18/2021,3.44,1,23
1826731,"Spacious, Hill Rowhouse with adorable cats!",6256112,David,,"Capitol Hill, Lincoln Park",38.88409,-76.98786,Entire home/apt,175,5,7,1/23/2021,0.1,1,0
1838623,Furnished Rm South of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,Private room,22,30,7,9/16/2020,0.19,2,263
1841397,Furnished Lrg Rm S. of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96971,-77.00793,Private room,26,30,15,2/23/2021,0.18,2,223
1857312,Beautiful house to yourself with parking,9692598,Natasha,,"Brightwood Park, Crestwood, Petworth",38.93944,-77.02236,Entire home/apt,121,14,27,4/17/2018,0.4,1,79
1860120,Pet Friendly Private BSMT w/Parking & Backyard,10470695,Miguel,,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,Entire home/apt,90,2,144,9/6/2020,2.51,1,44
1864715,Lux 1 Bedroom near White House w/wifi,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,Entire home/apt,226,15,10,5/24/2020,0.12,15,363
1865861,House near downtown DC,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,Entire home/apt,150,3,7,1/13/2020,0.11,1,24
1867513,Lux 2 BR Near White House | Wifi+Gym+Min to Metro,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,Entire home/apt,290,15,26,1/5/2020,0.3,15,358
1875603,Safari themed room next to metro,7042945,RoDeece,,"Douglas, Shipley Terrace",38.84143,-76.9785,Private room,34,7,126,3/12/2021,1.4,5,64
1875762,Penthouse Victorian Suite Heart DC,9770738,Dexter,,"Brookland, Brentwood, Langdon",38.92358,-76.99152,Entire home/apt,99,3,48,8/17/2020,0.65,1,364
1880860,Near the US Capitol,9792214,Ethel,,"Capitol Hill, Lincoln Park",38.88466,-76.98084,Private room,59,2,137,10/11/2019,1.56,1,364
1886627,Amazing Studio in Great Location!,6653570,Sara,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93423,-77.03128,Entire home/apt,60,7,4,2/28/2021,0.04,1,42
1896951,Mid-Century in Rock Creek Park,9789671,Peggy & Paul,,"Colonial Village, Shepherd Park, North Portal Estates",38.9897,-77.0463,Private room,90,2,121,11/30/2019,1.41,1,344
1901631,2BR/1BA Guest Suite - Union Station,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,Entire home/apt,164,90,177,2/14/2021,2.05,3,0
1936134,Modern DC Northwest Apartment with Parking Spot,10017900,Elizabeth,,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,Entire home/apt,124,2,188,10/11/2020,2.3,1,224
1944504,Charming two-bedroom Kalorama,10057663,Victoria,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92029,-77.04861,Entire home/apt,135,180,0,,,1,358
1947438,In the Heart of It All,4531028,,,"Dupont Circle, Connecticut Avenue/K Street",38.90661,-77.04592,Entire home/apt,695,3,38,5/2/2016,0.43,2,336
1978626,Private 1BR/1BA/Full Kitchen DC Apt Near Metro/Bus,3643066,Kara And Susan,,"Takoma, Brightwood, Manor Park",38.97735,-77.02458,Entire home/apt,79,3,124,10/26/2020,1.81,1,0
1997483,GREAT SOCIAL DISTANCING Instaworthy Couples Nest | Blazing Fast 1GIG Wifi - 3 blocks to Capitol - Entire Top Two Floors of Detached Home.  Gorgeous East Capitol Street.  Best location in DC.,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89105,-77.00117,Entire home/apt,251,2,20,9/27/2020,0.32,23,306
2032214,Bright and Modern U Street Studio,2077502,Ross,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91876,-77.04281,Entire home/apt,79,2,128,4/3/2021,1.45,1,264
2033421,Modern Bedroom in Renovated Solar DC Rowhouse,3331633,Joe,,"Brookland, Brentwood, Langdon",38.91881,-76.9861,Private room,60,14,78,8/11/2019,1.06,3,365
2060129,GREAT SOCIAL DISTANCING Cozy Hideaway In Secluded Courtyard - Blazing Fast 1 GIG WIFI - Modern Kitchen  - Huge Landscaped Courtyard - Gorgeous Street.  Three blocks to Capitol.,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89068,-77.00155,Entire home/apt,114,2,22,3/13/2021,0.33,23,344
2070286,Perfect for Inauguration (huge home and brand new),10412969,,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96319,-77.07822,Entire home/apt,2159,3,0,,,1,88
2091153,Garage Mahal,34312,Marc,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91857,-77.00997,Entire home/apt,45,1,290,4/5/2021,3.28,2,3
2093954,*Private-Suite Lux Bath Near Metro*,1972308,David,,"Union Station, Stanton Park, Kingman Park",38.8997,-77.0045,Private room,98,3,28,11/26/2014,0.33,1,360
2097166,Comfort & Charm in Georgetown - 3BD,19624207,Ric,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90632,-77.08163,Entire home/apt,284,3,77,6/28/2019,0.89,2,61
2098615,Cozy Pied-à-Terre @ Union Inn,6027536,Freddie,,"Union Station, Stanton Park, Kingman Park",38.9042,-77.00228,Entire home/apt,151,7,130,1/7/2021,1.49,2,85
2104840,Beautiful 2 bed/2 bath apartment on 14th St,10731291,Clare,,"Shaw, Logan Circle",38.91202,-77.03298,Private room,375,7,0,,,1,83
2111965,Large bedroom in Cozy brick house,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,Private room,60,1,15,2/28/2021,0.19,5,10
2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,Private room,55,28,0,,,32,365
2137730,Fun cheerful apt in heart of DC,10285421,,,"Union Station, Stanton Park, Kingman Park",38.90012,-76.99736,Private room,60,7,9,4/13/2020,0.21,1,365
2142150,A condo in the heart Dupont Circle,10921367,Richard,,"Dupont Circle, Connecticut Avenue/K Street",38.90997,-77.04151,Entire home/apt,150,180,111,6/23/2020,1.41,1,135
2153587,Simple Bsmnt Apt. 10 Min. to Metro/Paid Parking,270541,Ted & Dale,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93085,-77.02685,Entire home/apt,100,2,258,4/4/2021,3.04,1,26
2187594,1 BR Corporate/Vacation Apartment,11154497,Stephen,,"Brightwood Park, Crestwood, Petworth",38.95356,-77.03007,Entire home/apt,49,7,118,3/14/2021,1.41,1,294
2201654,Fun Mt. Pleasant Studio near Zoo!,11231930,Elizabeth,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93025,-77.04287,Entire home/apt,97,1,487,4/4/2021,6.43,1,303
2215303,1 Block to Metro in Columbia Heights Group House,328471,Darrell,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92902,-77.03006,Private room,28,1,219,4/13/2021,2.58,3,80
2215489,Historic Brownstone EnglishBasement,10447928,Beverly,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9217,-77.01498,Entire home/apt,150,2,55,1/4/2017,0.64,1,86
2231106,"Cozy Apt Near Stanton Park in Family Home, Parking",9703984,Ellie,,"Union Station, Stanton Park, Kingman Park",38.89494,-76.99847,Entire home/apt,85,2,20,2/27/2021,0.24,1,8
2241084,Gem of a townhouse near Dupont Circle/ Georgetown,11418968,Reehana,,"Georgetown, Burleith/Hillandale",38.90912,-77.05487,Entire home/apt,209,30,92,3/14/2020,1.59,1,153
2257433,Dreamy 1Bed/1.5Bath +Parking,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9244,-77.03576,Entire home/apt,118,3,44,10/22/2020,0.52,6,265
2257488,"Dream loft, quiet in the city + Parking",3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92462,-77.03426,Entire home/apt,192,6,121,4/3/2021,1.51,6,297
2259215,Dream Penthouse + Parking. Walk Everywhere!,3574033,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9252,-77.03629,Entire home/apt,190,6,159,2/3/2021,1.92,6,143
2263350,DuPont Escape,17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04234,Entire home/apt,128,4,78,2/27/2021,0.92,30,61
2277705,Charming Lincoln Park Apartment,11630609,Steven And Stephanie,,"Capitol Hill, Lincoln Park",38.8892,-76.98778,Entire home/apt,123,2,234,4/9/2021,2.68,1,153
2278965,International Jungle 1 B in an ideal location!,1109162,Becky,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88079,-77.01858,Shared room,89,4,21,3/15/2020,1.08,1,1
2289912,"Spacious, private 1BR garden suite",8261484,Courtney &  Rabih,,"Brightwood Park, Crestwood, Petworth",38.94385,-77.02266,Entire home/apt,291,2,200,3/12/2020,2.33,1,81
2302031,Located in the Heart of DC,11756990,Cherie,,"Shaw, Logan Circle",38.91195,-77.01991,Private room,65,2,294,4/5/2021,3.39,2,156
2304761,Lovely private room close to Dupont circle,315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,Private room,55,28,7,11/11/2018,0.12,32,337
2308259,Georgetown Renovated 2 b-Garden Apt,11788216,Samia,,"Georgetown, Burleith/Hillandale",38.90538,-77.06741,Entire home/apt,250,4,78,7/2/2019,0.9,1,61
2308761,Stylish Basement w/ parking at amazing location!,11771833,Luisa,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87859,-77.02019,Entire home/apt,149,2,129,2/29/2020,1.52,2,25
2322021,Cozy Private Room in Glover Park - DC,11860491,Can,,"Cathedral Heights, McLean Gardens, Glover Park",38.92117,-77.07859,Private room,80,3,0,,,1,0
2343987,Bedroom in Capitol Hill row-house,11970274,Michael,,"Union Station, Stanton Park, Kingman Park",38.89689,-76.99644,Private room,50,2,360,4/16/2021,4.12,1,256
2346018,Your Own Historic Row House Suite,11980555,Lea,,"Dupont Circle, Connecticut Avenue/K Street",38.90373,-77.0486,Entire home/apt,99,2,336,4/6/2021,3.9,10,176
2351587,Spacious & Modern in West End,1864688,Blü Properties,,"West End, Foggy Bottom, GWU",38.90308,-77.05063,Entire home/apt,89,1,286,4/5/2021,3.34,15,53
2361802,Historic Home steps from Capitol,12062787,Shana,,"Capitol Hill, Lincoln Park",38.88277,-77.00837,Entire home/apt,199,3,271,4/11/2021,3.12,1,250
2365726,One Bedroom for Rent in Rowhouse,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00075,Private room,55,2,67,1/31/2020,0.78,3,353
2371799,Lux 2 Bedroom near White House w/wifi,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,Entire home/apt,308,15,14,2/17/2017,0.16,15,365
2380536,Spacious 1BR in Capitol Hill,12161205,Terry,,"Capitol Hill, Lincoln Park",38.88326,-76.99207,Entire home/apt,130,3,106,4/17/2021,1.22,2,321
